Sitename:Mackenzie2017
Location: Latitude:   49.2644081 - Longitude: -123.2553329 - Elevation (masl):     0.
Principal investigator: 
Ecosystem type: 
File creation date: 2020-08-20T18:35
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2017,0,190.16664000000000,190,400,0.35668031231119918,9.6479378594292484,8.8955825693194690,4.1769721563354301,1.4203429821958722,1.4234996918246268,-3.1567096287546006E-003,8.5972075535903318,-0.51330835059403712,1.1798576359403361,-0.31851375460744125,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.53232833333334,390.67252502154093,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.878875679916410,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.2272408100138583E-003
 2017,0,190.18746999999999,190,430,0.31999454130096533,9.4971843973795558,19.903286079807668,4.3357463636318343,1.2986536826645336,1.2918380541593950,6.8156285051386330E-003,3.5867770279379174,-0.30298735008494770,-0.14860478154351531,-0.44251883126850838,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.53187722222222,390.77180568034936,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.734498045326369,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7536163119096262E-003
 2017,0,190.20830000000001,190,500,0.31960440153335240,9.2600847880045762,26.037836446219156,4.4263879932526677,1.1688710558832001,1.1604111912584112,8.4598646247889611E-003,3.7807314215906240,-0.47696984553941069,-0.85930903311648221,-0.63450304134834090,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.54488000000001,390.89491815927767,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.527730053585325,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0287785583562044E-003
 2017,0,190.22913000000000,190,530,0.34920752687063705,9.2304386223687516,21.524005574465495,4.3461274434846775,1.0169306294750695,1.0124519889565140,4.4786405185554276E-003,9.4761043283748894,-5.9645626204368786E-002,4.5656018945191335,-3.4089817443897018E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.54616611111112,390.96008606647644,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.516622692999238,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.6627593791025514E-003
 2017,0,190.24995999999999,190,600,0.32005251829197762,9.3629627143012613,8.1449447307354692,3.9848857569070910,0.73272366729672722,0.73485878449026509,-2.1351171935378877E-003,8.1947361737302327,0.26658044074436454,2.9802356635626155,0.37421617465993717,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.57354722222222,390.92901215171287,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.638591977750576,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.0851747816934381E-002
 2017,0,190.27079000000001,190,630,0.27603925248089661,9.2771462504069291,15.753012135895148,3.5378861904032206,0.62759933960154324,0.63806544548763788,-1.0466105886094649E-002,11.630175735873369,-0.17269212457041211,3.2568342603678682,-0.32828368191751656,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,100.00000000000000,101.58407666666666,390.77675334681516,0.0000000000000000,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.531645961117563,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.4003720221269349E-002
 2017,0,190.29161999999999,190,700,0.25708753771296039,9.2943386501736427,27.836956690547574,3.0955271234831083,0.27445831597099773,0.28755174224309710,-1.3093426272099340E-002,12.171950284139692,3.4592264794554170E-002,3.9687674254739678,-0.36782370766286770,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,99.305353993925678,101.57838944444445,390.58625055236035,8.1107860000746677E-003,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.411802890698604,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.1099108083072667E-002
 2017,0,190.31245000000001,190,730,0.26674725454012627,9.3831512959798147,20.977417648646629,3.6991328245104897,-4.6113333343124598E-002,-3.5237711630771149E-002,-1.0875621712353447E-002,17.989829674794706,0.17858515527699545,5.2245376255779252,0.14290709040746311,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,99.084458341421012,101.54575833333334,390.42791508383408,1.0754116542255512E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.458397958840354,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1157929297701311E-002
 2017,0,190.33328000000000,190,800,0.29002519283764000,9.3357529025607846,30.893817143000639,3.6939383207311791,-7.9574272310433444E-002,-8.2162328391061482E-002,2.5880560806280321E-003,17.067715942358195,-9.5321371754093137E-002,4.5956819420616881,-0.32098008480732454,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,98.491511409078299,101.54376777777777,390.46558836529869,1.7662524365259915E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.353762177280606,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.0381477345897103E-002
 2017,0,190.35410999999999,190,830,0.25583116876447615,9.3288006083170671,38.203204410541659,3.4015277932032268,-0.45794204807568173,-0.45143129806177051,-6.5107500139112125E-003,18.359341463110862,-1.3986281715162632E-002,2.6662489267937857,-0.63432817670396280,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,96.777625886684731,101.57940444444445,390.37084960205107,3.7712331380972422E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.147057562092678,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.7604082155527187E-002
 2017,0,190.37494000000001,190,900,0.25707028138924853,9.2940892367893184,31.455844184741292,3.3991754407492838,-0.47829636631753875,-0.48206294266224448,3.7665763447057203E-003,24.763609517197676,-6.9828026468278084E-002,6.0755223792773716,6.9913758044102520E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,97.186519792373858,101.56280777777778,390.42565976062593,3.2850044915710787E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.169840094332745,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,6.3292900380041789E-002
 2017,0,190.39577000000000,190,930,0.29895496076677391,9.3392961968316399,45.540880031414432,3.4118901460029982,-1.3389071729316033,-1.3132046597632474,-2.5702513168355937E-002,36.726842607120631,9.0923737525782047E-002,11.742272229934311,-0.24840986886275024,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,96.186361285263146,101.56029694444445,390.05157491325679,4.4663619256991693E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.088873250255457,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.9686541002640744E-002
 2017,0,190.41659999999999,190,1000,0.26039863498747368,9.5701762729221400,45.043468219057068,2.9283272098681632,-1.8653531203425366,-1.8289456946480200,-3.6407425694516604E-002,43.330622255705947,0.46400845898275583,12.821280748213246,0.11735039986007849,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,95.034785788941079,101.56444444444443,389.52127498346215,5.9060609507666478E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.127160654295311,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.10655448318606618
 2017,0,190.43743000000001,190,1030,0.22722924332720684,9.6526799011230651,39.107622790289653,2.8725667437402724,-2.3869948444008222,-2.3701738924482583,-1.6820951952563862E-002,51.189318915884392,0.16577560513445003,16.675231673019695,-0.30908486291370246,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,93.661688819824832,101.57422777777778,389.27621801662031,7.5812524880065582E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.026289207970683,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.18943346733985270
 2017,0,190.45826000000000,190,1100,0.24981829279688181,9.7851632690429824,49.705724618238470,2.9768714311645565,-2.1100967825524064,-2.0991203498485880,-1.0976432703818314E-002,53.188755302416375,0.26606657438672920,17.606113846498488,-0.31455979873692702,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,91.965743725706432,101.57224777777779,389.11622921960446,9.6956213764539514E-002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.923567874363133,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.14812553551912686
 2017,0,190.47909000000001,190,1130,0.26326535107607008,10.171415303548201,48.689481913491520,3.2154073104662522,-2.9141153723349498,-2.8867823810207329,-2.7332991314217025E-002,75.745215484878798,0.77454140284255713,29.297434984386811,0.33161848688380874,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,90.491325265721244,101.55503777777778,388.71722123541701,0.11775730313820006,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.032066132839658,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.18025963297684908
 2017,0,190.49992000000000,190,1200,0.26579610115088526,10.274620802137633,42.431385765034378,3.3113059145425456,-2.8758698448678035,-2.8773140977220124,1.4442528542088742E-003,78.276756411652542,0.20687530636297050,32.709764010734077,-0.22383750237513567,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,89.271112539520104,101.55383500000001,388.73831241999909,0.13378869536644192,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.958796653598805,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.18101717802462244
 2017,0,190.52074999999999,190,1230,0.28332944645182684,10.165126224093967,53.371055089878908,3.0667378338151954,-3.1238844234466701,-3.1069766707161697,-1.6907752730500158E-002,77.167889567578527,-0.21958523301307764,29.749114923272913,-0.32132564794080221,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,89.073840624220807,101.56449055555557,388.49152089156570,0.13525480077337018,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.853678736035606,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.14732295340854484
 2017,0,190.54158000000001,190,1300,0.21964087165351356,10.472568342420800,51.212550960573026,2.9330258969930432,-3.6794152789517462,-3.6336081238932305,-4.5807155058515694E-002,95.950642903002674,0.61590636575210844,44.629453706270674,-7.8765126004913394E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,87.057729046122276,101.56717055555555,387.82219558834112,0.16353709984623221,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.827876775100510,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.39319572549067494
 2017,0,190.56241000000000,190,1330,0.26258268881002500,11.023626030815990,41.611795693070057,3.0547845618305765,-4.4793840807482326,-4.4224795369807204,-5.6904543767511848E-002,129.82060826878373,1.1016716373247182,65.753612967590769,0.31405372062017045,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.708125718344093,101.55193777777778,386.98897691983251,0.20044776194801828,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.931024583871864,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.31137257198616963
 2017,0,190.58323999999999,190,1400,0.29320559881672503,11.570011850992842,46.597158117613468,3.1444052644823732,-5.1595381319660909,-5.1054487104032669,-5.4089421562823856E-002,141.30560488599949,1.0900871508092689,72.040710823824426,-0.17171790347946092,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,81.261133680290456,101.53811833333333,386.19534758661018,0.25469153934723010,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.874479826469628,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.24345560261801599
 2017,0,190.60407000000001,190,1430,0.34878969856458764,12.458585069444439,58.215694140357044,3.2834062172660450,-5.4817339993410528,-5.4511655783791415,-3.0568420961910987E-002,193.72330621689343,1.7673196257843231,107.97165087415978,0.66868963819111926,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,78.194469637965469,101.53573111111110,385.74542079470581,0.31424973795508032,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.095552399810858,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.19826763225249999
 2017,0,190.62490000000000,190,1500,0.31630427690108798,12.319531114366328,60.699411133649591,3.7714194511239092,-4.3979098029004753,-4.4464341954782665,4.8524392577791509E-002,163.83826372256144,-0.27667044869970114,87.857803339740030,0.13117266728708829,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.210384271524632,101.52262777777777,386.45938018687821,0.29688337602157960,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.138897523773112,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.22485314106931009
 2017,0,190.64572999999999,190,1530,0.36259436249130156,12.416989474826437,58.596252624679195,4.2541292981187890,-4.5167351930480484,-4.5266561125267488,9.9209194787000295E-003,182.69742491756796,0.19380338826424540,102.04149148101114,-4.4635001982267927E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,78.584268461426475,101.50191888888889,386.60543039069915,0.30778994560688738,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.124138762915965,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.16646835263128013
 2017,0,190.66656000000000,190,1600,0.39223576856884562,12.774556037055163,49.089821788636044,4.8225301342887468,-4.4052255443587836,-4.3922496230534316,-1.2975921305351837E-002,183.01295730463636,0.70997981161354218,103.42960185422484,-0.23658990941362271,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,76.202522741546417,101.47696666666666,386.41411994930183,0.35013968227768971,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.045765167878955,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.13175946585607221
 2017,0,190.68738999999999,190,1630,0.41762833523620979,12.873956620958154,50.445600554215545,5.2850766602069710,-3.5889628305541739,-3.7085408727872613,0.11957804223308731,168.77940035664994,0.19725109113726469,88.366613369125929,-1.2274955089651447,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,72.906146198902178,101.45867333333334,388.17804919854120,0.40124395718355921,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.638887231289202,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.10068769869643393
 2017,0,190.70822000000001,190,1700,0.47681909537244277,13.111101311577727,53.883864520522891,5.8800138918126601,-4.1420373298598392,-4.2589762370370812,0.11693890717724231,193.17208924236550,0.47008395661676117,106.98055986382744,-1.8056747843610677,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,67.730350233940456,101.44318166666667,389.90474168363426,0.48536476300165721,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.039636111657002,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.7446155756601062E-002
 2017,0,190.72905000000000,190,1730,0.46432613923884442,13.294316101074230,57.789986760429038,6.1338224557537924,-3.0306731156604036,-3.1132356972891952,8.2562581628791751E-002,165.32439655198880,0.36288150976805117,86.301648122079598,-1.3194051179050625,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.996021431972203,101.43167277777778,391.12476007534315,0.54805001429615541,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.6013567564204525,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.1787644302865897E-002
 2017,0,190.74987999999999,190,1800,0.52239922348949852,13.429799397786496,57.940617906346560,6.4971654905869753,-4.4224213017796945,-4.4816207559124264,5.9199454132731852E-002,166.49902128932467,0.26814188252985882,145.05547577111790,-2.7192669666930533,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.453659019252768,101.41872666666667,392.00006952105747,0.65338504458658386,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.6974117940917921,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,5.0779739172865920E-002
 2017,0,190.77071000000001,190,1830,0.53154748004492347,13.109676411946623,61.202040506208704,6.7572175516861321,-3.1658040014350615,-3.1517996941785982,-1.4004307256463145E-002,135.02313567824535,-0.63422258168526635,89.801339077422853,0.43466408664614231,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,59.633517968174473,101.40772888888888,391.79321394021332,0.60709192497954789,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,8.8417137206889311,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.9092579891066480E-002
 2017,0,190.79154000000000,190,1900,0.51708524281367030,13.219272850884352,59.777725268211093,6.4861394710119731,-3.6379245591015907,-3.5167625946760772,-0.12116196442551361,133.00060460820094,0.21704330334416844,87.605578846589722,1.8665856843148552,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.352359684113871,101.39494333333333,390.00263728482327,0.55512208662123030,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4617726863031848,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.1828521199353028E-002
 2017,0,190.81236999999999,190,1930,0.53105502541251381,13.247500830756337,61.797593059057704,6.2908986882732645,-3.7103633311687649,-3.6853977747951574,-2.4965556373607561E-002,129.58561390934238,5.5879449977648564E-002,80.190200186664256,-8.4245117576898620E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.029301831529217,101.36389500000000,389.63353759968362,0.56104856146571647,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4337753068160950,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7630529115666084E-002
 2017,0,190.83320000000001,190,2000,0.52568058459597322,13.126914876302124,59.697833810803331,6.1184531821238508,-3.8733654183043646,-3.8679016427696213,-5.4637755347433578E-003,122.08592862824435,-0.23874124227902949,77.084110805652315,0.67200046573222982,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.010268519189381,101.33127888888889,389.55276721603155,0.52682132738730314,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.6570547887270859,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.6558336382503248E-002
 2017,0,190.85402999999999,190,2030,0.55031316140867825,12.918865576850067,62.531794203508269,6.2607097365881819,-3.5238799469298536,-3.5404700562604661,1.6590109330612630E-002,97.558063356450930,-0.41208552525477099,78.666014945355442,-0.94437798580163301,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.746194557966746,101.30780111111112,389.79789551127169,0.53847799941275365,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.3434928979849143,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.5469280219486003E-002
 2017,0,190.87486000000001,190,2100,0.50594400767694359,12.859393530951650,60.180526809495845,6.1004186221144314,-2.6860552875503041,-2.6838856218255316,-2.1696657247723483E-003,77.241560727330821,-0.11779567834067353,56.649541867003819,0.11379835502580486,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,64.239252303062187,101.28513888888889,389.76583696022965,0.52909081838938221,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.3812758147606594,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.5953384631688847E-002
 2017,0,190.89569000000000,190,2130,0.51548374424389476,12.535453219943577,64.358838494209806,6.3001905713844115,-2.0919547487113137,-2.1100879460112565,1.8133197299942588E-002,54.032010761027912,-0.64226668814573906,52.043017679075085,-0.31556763914364694,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,64.879099636249109,101.27398388888889,390.03349550461041,0.50870498186346458,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.2766418614598418,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.7167264733287110E-002
 2017,0,190.91651999999999,190,2200,0.48630055372350361,12.324975941975936,61.249485686501309,5.8982295652817411,-1.9328601025152028,-1.9282959175179453,-4.5641849972574240E-003,36.846977585849366,-0.41757330337013093,39.580521427136581,0.16687658443814010,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,66.167632597964200,101.26343666666666,389.96616759760815,0.48331168361013110,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.3319275905504391,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.3944807303863858E-002
 2017,0,190.93735000000001,190,2230,0.43948121274001578,12.147840813530820,65.850881252451671,5.3964205894868220,-1.5325328705154335,-1.5243649872347056,-8.1678832807278810E-003,14.862598895627622,-0.35166236543752066,33.277707201264654,0.47399092610158883,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,68.071124337370549,101.26673166666667,389.84575894226299,0.45083398844724693,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.4888302103556121,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.6204157500880804E-003
 2017,0,190.95818000000000,190,2300,0.40342959702015313,11.612137841118738,66.220531663518614,5.0779961747654534,-0.90886894494357595,-0.91685565845204464,7.9867135084686555E-003,-3.0172548275584155,-1.0654912833755754,28.902672508082741,1.1001474640302167,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,73.214960665634337,101.25883444444445,389.96328493245369,0.36506776382360978,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,9.8521638786971391,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.9999331437093510E-003
 2017,0,190.97900999999999,190,2330,0.44029436507709446,11.165293731689474,63.610835110156572,5.1463244346443959,-0.69511787581186257,-0.69357076051998912,-1.5471152918734631E-003,-3.2523908987456487,-0.89015456038865792,3.9533018676295235,1.5503768469766386,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,79.320439235797721,101.25121500000000,389.94055285384593,0.27363210652243164,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.363206008987110,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.6583234754751408E-003
