Sitename:Mackenzie2017
Location: Latitude:   49.2644081 - Longitude: -123.2553329 - Elevation (masl):     0.
Principal investigator: 
Ecosystem type: 
File creation date: 2020-08-20T18:35
Datapolicy:  -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data.
In addition when publishing please acknowledge the agency that supported the research. --
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
File Origin (4 lines) - To be compiled by AmeriFlux data management group.
YEAR,GAP,DTIME,DOY,HRMIN,UST,TA,WD,WS,NEE,FC,SFC,H,SH,LE,SLE,FG,TS1,TSdepth1,TS2,TSdepth2,PREC,RH,PRESS,CO2,VPD,SWC1,SWC2,Rn,PAR,Rg,Rgdif,PARout,RgOut,Rgl,RglOut,H2O,RE,GPP,CO2top,CO2height,APAR,PARdif,APARpct,ZL
YEAR,GAP,DTIME,DOY,HRMIN,m/s,deg C,deg,m/s,umol/m2/s,umol/m2/s,umol/m2/s,W/m2,W/m2,W/m2,W/m2,W/m2,deg C,cm,deg C,cm,mm,%,kPa,umol/mol,kPa,%,%,W/m2,umol/m2/s,W/m2,W/m2,umol/m2/s,W/m2,W/m2,W/m2,mmol/mol,umol/m2/s,umol/m2/s,umol/mol,m,umol/m2/s,umol/m2/s,%,unitless
 2017,0,175.45826000000000,175,1100,0.25847788361877161,11.494944627549955,17.928359795235863,3.1064342665509979,-2.2898784029730681,-2.2604400988201663,-2.9438304152901922E-002,88.963059748777326,0.65903697085061763,49.470451718425224,1.0768823937705496,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.616248418668647,101.67797277777778,395.56489078901365,0.22157838194936039,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.118887920742136,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.22349724971469478
 2017,0,175.47909000000001,175,1130,0.20374661095586352,12.283829243977891,39.062407787268796,2.9527414528067619,-2.5855289497025731,-2.5582070869315419,-2.7321862771031241E-002,112.19237035224104,1.5722565770968739,68.601043914123338,0.53544515219975164,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,80.636317478447651,101.67813277777778,395.16355796647468,0.27587202914682235,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.295523419671119,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.57544640162083782
 2017,0,175.49992000000000,175,1200,0.19727556422901918,12.875689663357207,40.572915060483155,2.6245614264170642,-2.7355224385830450,-2.7466032378808767,1.1080799297831689E-002,116.00653762087246,1.1769011619868328,81.352954507695529,-2.6592189799988029E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,77.487432527530970,101.65618499999999,395.32669734932688,0.33343564388391717,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.286725964630381,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.65559879298885504
 2017,0,175.52074999999999,175,1230,0.27887281466442670,13.473701943291587,50.951571359643403,2.9132347923355169,-2.2580150885271206,-2.2534979105444846,-4.5171779826361693E-003,149.06718927197579,1.1864863399175773,97.067528622835340,-5.9872731088354914E-003,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,74.494894827899316,101.64078888888889,395.26004311122534,0.39280468290013287,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.284739621963750,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.29825055931683486
 2017,0,175.54158000000001,175,1300,0.30424296342890861,14.334129842122422,55.856502692681993,3.3872835464656319,-2.0293144871498119,-2.0210686163147682,-8.2458708350436789E-003,185.52370202279434,1.7017537113969352,127.81134652654652,0.45627799418512199,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,71.381164329416990,101.62037833333333,395.13797953567195,0.46608734225015336,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.436725270128511,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.28589016599077405
 2017,0,175.56241000000000,175,1330,0.30323414253109587,14.841921403672984,87.017263265526367,3.5175782616041698,-1.8511426035320391,-1.8519427827578208,8.0017922578163464E-004,196.84807085633395,1.0025339571818985,136.36055844578382,1.7546986606630979E-002,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,69.112288636498832,101.61873722222222,395.14984569774276,0.51981022263530519,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.442583427421605,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.30637863957340805
 2017,0,175.58323999999999,175,1400,0.31080079052422110,15.512993638780415,90.117091187101408,3.1935252466600579,-1.8049893065234870,-1.7994921378769413,-5.4971686465458049E-003,186.54944804294760,1.3216351519256606,148.67851641189165,-0.35529565866185414,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.496966311003987,101.60525555555556,395.06812529624449,0.60625196201182452,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.323597084133981,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.26968280546816931
 2017,0,175.60407000000001,175,1430,0.32283146374412613,16.280707668728326,102.51391299182690,3.3837046415392549,-1.8983619612062061,-1.8899475740888994,-8.4143871173068853E-003,206.46162375996619,1.5078594708471316,173.85352670339117,0.20096525261741321,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,62.726334679326797,101.59604166666668,394.94269374317440,0.68787958783135839,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.391134115295912,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.26633826517208903
 2017,0,175.62490000000000,175,1500,0.27069146045178966,16.769439442952489,91.582789362606249,2.7436903309001481,-1.8457394997207457,-1.8574280297363088,1.1688530015563133E-002,203.84762191498629,0.95819988951013146,178.00544742113726,-0.74852768960314142,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,59.456395373498772,101.58923888888889,395.11723818280382,0.77185371495168353,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.139021207709725,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.44610652930603134
 2017,0,175.64572999999999,175,1530,0.31467121919157520,17.229648098415794,104.57082873761244,2.9146959126446932,-1.4326710712588904,-1.4315649410856894,-1.1061301732008845E-003,201.75259905485848,0.90078024415498414,169.87439115207854,-0.16609299319916859,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.452277612925322,101.58155055555557,395.10069290481994,0.83398107995843773,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.082961246158765,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.28107867539509745
 2017,0,175.66656000000000,175,1600,0.31368729246747518,17.657762145996116,96.581167971827099,2.7727324439920360,-1.1330399835579050,-1.1446921176793992,1.1652134121494163E-002,180.89792698025684,0.83664456848489932,156.65739449598499,-0.27720169486747670,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,55.441510568601522,101.57220166666666,395.27525626584287,0.89733250410768217,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.989214463981535,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.25442157833997320
 2017,0,175.68738999999999,175,1630,0.31532790993603399,17.658291373218447,94.397752785618607,3.3146657134821029,-1.0723528077608526,-1.0827796874116737,1.0426879650821123E-002,184.55010935845928,1.0341435193649826E-003,160.26033515617743,0.16216068508970000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,55.710444126903766,101.56141833333334,395.43148067126486,0.89194640134419667,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.044061502128379,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.25554483076159595
 2017,0,175.70822000000001,175,1700,0.33419628257555117,17.897982160780202,93.622997994054842,3.1641348865014156,-1.4668197114961548,-1.4774000469243820,1.0580335428227181E-002,218.64661276552434,0.46791831442357013,203.76932958969934,-0.13488174679104775,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,54.640935869045286,101.54712888888889,395.59015726621232,0.92738283978131897,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.998386342176577,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.25434464163745840
 2017,0,175.72905000000000,175,1730,0.34098357642269772,17.760235765245227,97.860723850554592,3.5788835972133741,-0.93857021060717483,-0.95781729120238956,1.9247080595214704E-002,163.56273331820324,-0.26896177134425203,145.25274502893825,-0.94689844404843793,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,53.499711789416736,101.52627944444444,395.87873438173824,0.94250486598247318,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.677865554172406,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.17916663287519891
 2017,0,175.74987999999999,175,1800,0.31734347825655940,17.888085818820571,99.634242150794137,3.8497711571295254,-1.0806180271037007,-1.0780288290112818,-2.5891980924188178E-003,175.18302668832303,0.24951652393596427,161.68755788238124,-0.32173922429548607,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,52.527364723476175,101.52291555555557,395.83989542869085,0.96999122562040929,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.568893393716841,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.23806383606210485
 2017,0,175.77071000000001,175,1830,0.34218250434151587,18.151358439127648,98.435588747425783,3.7374737416742536,-1.2961753799250362,-1.2735118257521632,-2.2663554172873100E-002,166.26278795712633,0.51330835488978588,154.11211307812363,0.27650105962251037,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,52.118274971350111,101.51297777777778,395.49959268323971,0.99468006205360282,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.662661213718634,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.18023233454513460
 2017,0,175.79154000000000,175,1900,0.34063770229946083,18.400503455268051,112.87735030752381,3.8329708708756280,-1.2065463953694888,-1.1821244100794017,-2.4421985290087000E-002,147.73415788385449,0.48528996438194122,138.67043603871846,0.97046288158038163,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,52.885905952088095,101.49456444444445,395.13250613603356,0.99415544929766497,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,10.992187752053573,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.16234672829483887
 2017,0,175.81236999999999,175,1930,0.36635410907999821,18.427695855034756,104.60478840022530,4.0781924363168285,-0.97864511860781067,-0.96082561025979907,-1.7819508348011628E-002,144.93384603533778,5.2953363330909366E-002,133.88209945762262,1.4972976863531557,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,55.225899408878711,101.47116722222223,394.86457458811140,0.94639097213140189,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.500782236801026,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.12803872253719001
 2017,0,175.83320000000001,175,2000,0.35093914498207446,18.302408616807725,104.97033711080597,4.5926787283795774,-0.98322007282364243,-0.97627927264438530,-6.9408001792571018E-003,122.45849583638301,-0.24405203709547574,113.06257606204873,0.87760872352763686,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.093483834783633,101.45300277777777,394.76023988687717,0.89981855626312723,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.798773156500346,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,0.12308440274071641
 2017,0,175.85402999999999,175,2030,0.39655269105636420,18.380506422254825,95.268212947685413,4.4273569836383722,-0.98429038501163835,-0.97008626570970047,-1.4204119301937837E-002,106.70667080075266,0.15207798258922478,89.821809547665836,1.2549505365210345,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,58.858726453297180,101.43806666666667,394.54663369025519,0.86703514177900576,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.225099067957652,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.4338167631264621E-002
 2017,0,175.87486000000001,175,2100,0.37109622053633479,18.349217122395828,96.552778562459153,4.6085423016113962,-0.83308698606744680,-0.82896973812838948,-4.1172479390573424E-003,85.291338196361053,-6.0926941765578245E-002,77.413379930201060,0.13969924276824405,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,59.194571165640177,101.42316777777778,394.48471471862649,0.85827170025301902,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.272557484204146,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,7.2512131026206031E-002
 2017,0,175.89569000000000,175,2130,0.39914872532505874,18.162786492241764,97.110564793233848,4.7899958016942277,-0.68856941457929277,-0.69471764578297091,6.1482312036781886E-003,64.190847405580143,-0.36316632433639612,65.858502369884263,-0.76587005898570293,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,58.611270230638219,101.40400694444445,394.57713581452566,0.86041397116001705,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.012541296379950,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,4.3864563451909915E-002
 2017,0,175.91651999999999,175,2200,0.39860611515041700,18.047585737440329,102.48439192386563,4.5715690449624917,-0.83189008532865427,-0.84273785591658001,1.0847770587925730E-002,54.892434738959501,-0.22444473416042068,75.895710368921812,-1.4625194482819979,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,56.588762304657799,101.38806333333333,394.74016221013284,0.89595013807148383,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.516183095694343,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,3.7671422463413151E-002
 2017,0,175.93735000000001,175,2230,0.37586368317617613,17.900254431830547,100.24720562656212,4.2602053233911024,-0.70618793916510647,-0.70820278513012191,2.0148459650154026E-003,35.076602297939544,-0.28715291675680255,54.749962365480627,0.17799703452995136,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,57.407300545246251,101.37436111111111,394.77043121862204,0.87094803335752857,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.576561763012650,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.8714199950555682E-002
 2017,0,175.95818000000000,175,2300,0.33005831871104641,17.653179287380681,98.519580674219895,3.8580588888502687,-0.57832139828165963,-0.57329883515093183,-5.0225631307278104E-003,18.489591207127475,-0.48193921898434816,36.767747284547454,1.6084640400062800,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,61.044626856655647,101.35996555555555,394.69503065497423,0.78426856775770992,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.121655878054103,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,2.2352789785018635E-002
 2017,0,175.97900999999999,175,2330,0.32000028198452346,17.337335425482877,98.175030554891237,3.7231272721803736,-0.52198653485336433,-0.51115500825385152,-1.0831526599512824E-002,9.0757986622671343,-0.61666240657834437,28.387307120289478,0.95049068934081427,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,63.915017594090656,101.34106111111110,394.53257010531064,0.71213758447096642,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.443380901864524,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,1.2040574310845450E-002
 2017,0,176.00000000000000,176,000,0.25864340708801614,16.834111480712920,87.789306162541777,3.2311617200261078,-0.18439061186092681,-0.19926671274829333,1.4876100887366508E-002,-3.1621166488050916,-0.98398666496264120,16.721579303121416,-0.42442204542143153,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,65.211944532574108,101.32127333333334,394.75535162966486,0.66500612160142070,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.300011611788769,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.9462631545943966E-003
 2017,0,176.02082999999999,176,030,0.27346852354522994,15.971383853488533,86.542040190765832,3.2706204330251620,0.11566096889923225,9.0056356815651245E-002,2.5604612083580995E-002,-15.781306736631631,-1.6916730508334816,10.893763596262904,-0.35096748008504308,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,68.223084861998927,101.30667444444445,395.13771549869290,0.57497579044340597,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.181889042823512,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.3556101476266080E-002
 2017,0,176.04166000000001,176,100,0.23596283969899390,14.814604882134347,81.682299254531515,3.1241414018631732,0.22397817731973840,0.20055120864122838,2.3426968678510029E-002,-19.048863141418938,-2.2770659459986935,1.5449051576881334,0.54573947312886517,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,74.572725148736538,101.29218000000000,395.48620988025783,0.42716347670775012,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.364652399182708,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.3056466230589303E-002
 2017,0,176.06249000000000,176,130,0.24248297380054781,13.685380011664506,84.836411345553728,2.9989550014447701,0.82813190430767925,0.78358367922423611,4.4548225083443180E-002,-33.049351327339551,-2.2314398840521799,-2.7373112582092949,0.62148617155290065,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,81.568187305399135,101.28448305555555,396.14635087065204,0.28780784271208532,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.571757398946618,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10081566504824048
 2017,0,176.08331999999999,176,200,0.23424063436197629,12.970751105414536,88.518587150547347,3.0405110340051271,0.84905374783588672,0.80579320574180691,4.3260542094079785E-002,-30.701933076305007,-1.4154116414106503,-4.8065613939508740,-0.73541104482477559,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.787921653603775,101.27007055555556,396.78590409571785,0.24161698525643835,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.327431371857310,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.10390970250867747
 2017,0,176.10415000000000,176,230,0.18774513866976075,12.235674964057125,84.511906361739790,2.5268674806455156,0.62936950614240905,0.55801605897711914,7.1353447165289949E-002,-22.314442441623608,-1.4594844227914596,-3.0816714111614423,-0.61108861457147201,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,86.478138071981775,101.26279055555557,397.83814148555274,0.19203500125893724,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.125058856420427,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-0.14668993966358362
 2017,0,176.12497999999999,176,300,0.24745560842717021,12.015989752875441,87.148549420156996,3.1544375338809649,0.86260872552028078,0.84596517782262814,1.6643547697652600E-002,-31.160740864899548,-0.43648516579782809,-3.4997868631611784,-1.3493606906579305,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.508469417642615,101.26333777777778,398.08339084804379,0.21684774309051161,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.678635293042246,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-8.9468436087595721E-002
 2017,0,176.14581000000001,176,330,0.26601089725590765,11.933813188340935,92.831559073886410,3.2687315422235184,0.83891381938786735,0.84270469660787073,-3.7908772200033357E-003,-31.691332367340582,-0.16331369153660583,-7.8913346446528578,0.33834593679192815,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,85.776443976587132,101.25704777777777,398.02754337735956,0.19802297423373139,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,11.790539808039705,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-7.3250011085444239E-002
 2017,0,176.16664000000000,176,400,0.26678468762147650,12.285536922878691,98.156530526367419,3.3192333108038956,0.64784356350859595,0.70332754453615209,-5.5483981027556140E-002,-29.630942031526775,0.69800572857080589,-4.2842572163519135,0.94653384548914421,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,86.020112966484248,101.23184222222223,397.20893721699400,0.19919212210589818,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.104166399286541,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6.7901464280328727E-002
 2017,0,176.18746999999999,176,430,0.29545776627180992,12.587282070583797,110.42907117875838,3.8618030567063677,0.59415709615873047,0.64010859768191164,-4.5951501523181178E-002,-30.366307583369370,0.59802175437290950,-1.7278066589456569,-0.28053024708239538,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.660487772701558,101.20454833333334,396.53007274980257,0.23747435026881358,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.011064592777025,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-5.1240150633988082E-002
 2017,0,176.20830000000001,176,500,0.27927225899491420,12.715878804524777,113.75181193282630,3.5300963159923793,0.34389241337071080,0.37762744615171956,-3.3735032781008756E-002,-23.637829531603394,0.25472825545985373,-1.3527676297680045,0.32308674104905111,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,83.690640473244386,101.19448944444446,396.03141441120329,0.23904368980111845,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.118362119802836,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-4.7233550439350014E-002
 2017,0,176.22913000000000,176,530,0.30410100958244302,12.809364556206617,109.25318417776140,3.6252188245126722,0.27958473060316036,0.31640405112024012,-3.6819320517079743E-002,-20.365546127664217,0.18506255984065165,-3.2461539798065338,0.56971050445734350,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.450598860973599,101.16024277777778,395.48680301852482,0.22930546883829472,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.307706650882356,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-3.1525273371199009E-002
 2017,0,176.24995999999999,176,600,0.26868316072000492,13.062635582817961,114.16097468215440,3.2495064928605220,-0.39878450599082499,-0.33111602794950479,-6.7668478041320215E-002,-5.3785334113668419,0.50085901259626842,4.4506128258637743,0.85104436352848767,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.957884055266433,101.14114222222221,394.48481195139135,0.22553151967429949,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.590925915120959,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.2072414431845460E-002
 2017,0,176.27079000000001,176,630,0.23533640872019351,13.341781412760440,119.56010322350593,2.9037229468558268,-0.39763048420690339,-0.35914305875398711,-3.8487425452916259E-002,-5.5507465994551994,0.55140979797359202,3.2322245506551925,0.48216020978527913,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.472881369049347,101.12307000000001,393.91425726771519,0.23708571690607697,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.751612384583614,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-1.8542860629574838E-002
 2017,0,176.29161999999999,176,700,0.17565205154915647,13.452079366048224,123.33913847234930,2.2765365928669374,-0.46546824739302284,-0.42980782933205386,-3.5660418060968951E-002,-2.8021512652863718,0.21776524585628709,3.4297100829224849,0.34039464355115800,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,-6999.0000000000000,84.601618881922349,101.10805583333334,393.38532933857493,0.23681689189745433,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,12.865126091601850,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-6999.,-2.2514442611535405E-002
