,Temp_2_5_1,Temp_15_1,Temp_5_1,HFP_1,Tdiff_1,cs_1,S_1,Temp_2.5_1,Temp_2_5_2,Temp_15_2,Temp_5_2,HFP_2,Tdiff_2,cs_2,S_2,Temp_2.5_2,Temp_2_5_3,Temp_15_3,Temp_5_3,HFP_3,Tdiff_3,cs_3,S_3,Temp_2.5_3,Depth_1,Temp_1,VWC_1,Period_1,Probe_1,Active_Layer_1,Canopy_Height_1,Table_1,Depth_2,Temp_2,VWC_2,Period_2,Probe_2,Active_Layer_2,Canopy_Height_2,Table_2,Depth_3,Temp_3,VWC_3,Period_3,Probe_3,Active_Layer_3,Canopy_Height_3,Table_3,HFX,Zo
2017-06-22 13:00:00,,,,,,,,,5.809,-1.4569999999999999,9.13,8.86469571,,,,,,,,,,,,,,,,,,,,,,5.9,,,,0.1974775784753363,13.364125560538117,,,,,,,,,,,0.09185753599774527
2017-06-22 13:30:00,,,,,,,,,6.132000000000001,-0.12,11.32,10.92873314,0.3230000000000004,,,,,,,,,,,,,,,,,,,,,6.0365,,,,0.19757286995515694,13.366591928251122,,,,,,,,,,,0.09185753599774527
2017-06-22 14:00:00,,,,,,,,,5.022,-0.14800000000000002,12.87,13.350369760000001,-1.1100000000000003,173087.2030088,-5.336855426104669,,,,,,,,,,,,,,,,,,,6.172999999999999,0.12158706999999994,21.49,,0.19766816143497756,13.369058295964127,,,,,,,,,,,0.09185753599774527
2017-06-22 14:30:00,,,,,,,,,1.985,-1.555,13.01,15.3077548,-3.037,173087.2030088,-14.601828764936824,,,,,,,,,,,,,,,,,,,6.4155,0.12158706999999994,21.49,,0.1977634529147982,13.371524663677132,,,,,,,,,,,0.09185753599774527
2017-06-22 15:00:00,,,,,,,,,3.3489999999999998,0.168,15.8,,1.3639999999999997,173087.2030088,6.558081802888975,,-3.7039999999999997,-3.3089999999999997,1.1540000000000001,,,,,,,,,,,,,,,6.6579999999999995,0.12158706999999994,21.49,,0.1978587443946188,13.373991031390135,,,,,,,,,,,0.09185753599774527
2017-06-22 15:30:00,,,,,,,,,4.38,1.008,17.11,,1.0310000000000001,173077.2538752,4.956740242925867,,1.3359999999999999,1.808,6.97,,5.039999999999999,,,,,,,,,,,,,6.974,0.12134927999999995,21.479999999999997,,0.19795403587443944,13.376457399103138,,,,,,,,,,,0.09185753599774527
2017-06-22 16:00:00,,,,,,,,,4.96,1.501,17.16,,0.5800000000000001,173067.3105992,2.7883066707648894,,2.307,3.137,8.31,,0.9710000000000001,173943.8418632,4.691651956921312,,,,,,,,,,,7.29,0.12111162999999997,21.47,,0.19804932735426006,13.378923766816143,,0.061,1.831,0.14206122999999996,22.33,20.0,0.22715005599104143,8.107166853303472,-0.139,,0.09185753599774527
2017-06-22 16:30:00,,,,,,,,,4.372,0.7959999999999999,16.19,,-0.5880000000000001,173072.281505,-2.826847264581667,,1.2009999999999998,2.32,7.51,,-1.106,173917.7499162,-5.343139761314367,,,,,,,,,,,7.34,0.12123043750000007,21.475,,0.19814461883408072,13.381390134529148,,0.061,1.8685,0.1414376175,22.305,20.0,0.22721724524076148,8.107390817469206,-0.139,,0.09185753599774527
2017-06-22 17:00:00,,,,,,,,,4.11,0.413,15.94,,-0.26199999999999957,173077.2538752,-1.2596177920917313,,0.462,1.801,6.961,,-0.7389999999999999,173891.6945792,-3.569610063723022,,,,,,,,,,,7.39,0.12134927999999998,21.48,,0.19823991031390137,13.383856502242153,,0.061,1.906,0.14081488000000003,22.28,20.0,0.22728443449048155,8.107614781634938,-0.139,,0.09185753599774527
2017-06-22 17:30:00,,,,,,,,,3.432,-0.308,15.63,,-0.6780000000000004,173072.281505,-3.2595279683441687,,-0.382,1.084,6.149,,-0.8440000000000001,173886.487905,-4.076672105328334,,,,,,,,,,,7.385,0.12123043750000007,21.475,,0.198335201793722,13.386322869955158,,0.0605,1.955,0.14069043749999993,22.275,20.0,0.22735162374020157,8.10783874580067,-0.1395,,0.09185753599774527
2017-06-22 18:00:00,,,,,,,,,3.3,-0.401,15.7,,-0.13200000000000012,173067.3105992,-0.6345801388637339,,-0.715,0.84,5.805,,-0.33299999999999996,173881.2826952,-1.6084018649306,,,,,,,,,,,7.38,0.12111162999999997,21.47,,0.19843049327354262,13.388789237668162,,0.06,2.004,0.14056602999999998,22.27,20.0,0.22741881298992161,8.108062709966404,-0.14,,0.09185753599774527
2017-06-22 18:30:00,,,,,,,,,3.785,0.161,16.01,,0.4850000000000003,173062.3411578,2.3315343183759185,,-0.013000000000000001,1.641,6.422999999999999,,0.702,173870.8766688,3.3904820950416,,,,,,,,,,,7.385,0.12099285749999997,21.465,,0.19852578475336324,13.391255605381167,,0.06,2.0575,0.1403173199999999,22.259999999999998,20.0,0.22748600223964166,8.108286674132138,-0.14,,0.09185753599774527
2017-06-22 19:00:00,,,,,,,,,4.364,0.83,15.98,,0.5789999999999997,173057.3731808,2.783339418657866,,0.6940000000000001,2.412,6.956,,0.7070000000000001,173860.4765,3.4144265801527784,,,,,,,,,,,7.39,0.12087412000000003,21.46,,0.19862107623318387,13.393721973094172,,0.06,2.1109999999999998,0.14006875,22.25,20.0,0.2275531914893617,8.108510638297872,-0.14,,0.09185753599774527
2017-06-22 19:30:00,,,,,,,,,4.404,0.9890000000000001,15.43,,0.040000000000000036,173052.4066682,0.19228045185355574,,0.693,2.444,6.8020000000000005,14.837229550000002,-0.001000000000000112,173844.8872298,-0.004829024645272763,,,,,,,,,,,7.285,0.12075541749999996,21.455,,0.1987163677130045,13.396188340807175,,0.0595,2.1555,0.1396961575,22.235,20.0,0.22762038073908175,8.108734602463606,-0.1405,,0.09185753599774527
2017-06-22 20:00:00,,,,,,,,,4.751,1.463,15.07,16.229984289999997,0.3470000000000004,173047.44162,1.6679850622816688,,1.228,2.998,7.08,14.517272380000001,0.535,173829.3111392,2.583296707207556,,,,,,,,,,,7.18,0.12063674999999999,21.45,,0.19881165919282512,13.39865470852018,,0.059000000000000004,2.2,0.13932387999999998,22.22,20.0,0.2276875699888018,8.108958566629338,-0.14100000000000001,,0.09185753599774527
2017-06-22 20:30:00,,,,,,,,,5.122000000000001,2.083,14.52,14.981523959999999,0.37100000000000044,173047.44162,1.7833500233616688,,1.97,3.7539999999999996,7.58,13.187254339999999,0.742,173818.9344008,3.5826013701498227,,,,,,,,,,,6.9719999999999995,0.12063674999999999,21.45,,0.19890695067264574,13.401121076233185,,0.059000000000000004,2.2,0.13907587000000002,22.21,20.0,0.22775475923852184,8.109182530795072,-0.14100000000000001,,0.09185753599774527
2017-06-22 21:00:00,,,,,,,,,4.607,1.751,13.24,13.13706498,-0.5150000000000006,173047.44162,-2.475539789841669,,1.585,3.35,6.976,12.409319260000002,-0.385,173808.56352,-1.8587860265333336,,,,,,,,,,,6.763999999999999,0.12063674999999999,21.45,,0.1990022421524664,13.403587443946188,,0.059000000000000004,2.2,0.13882799999999998,22.2,20.0,0.22782194848824186,8.109406494960806,-0.14100000000000001,,0.09185753599774527
2017-06-22 21:30:00,,,,,,,,,4.843999999999999,2.167,12.77,11.901151989999999,0.2369999999999992,173042.47803620002,1.139196313738313,,2.154,3.897,7.27,11.367890039999999,0.569,173803.3802762,2.747058982698828,,,,,,,,,,,6.488499999999999,0.12051811750000002,21.445,,0.19909753363228702,13.406053811659193,,0.059000000000000004,2.2,0.1387041175,22.195,20.0,0.22788913773796193,8.109630459126539,-0.14100000000000001,,0.09185753599774527
2017-06-22 22:00:00,,,,,,,,,4.282,1.74,11.77,11.2298693,-0.5619999999999994,173037.5159168,-2.7013078873678196,,1.349,3.074,6.337999999999999,10.01905099,-0.8049999999999999,173798.1984968,-3.8863208274978893,,,,,,,,,,,6.212999999999999,0.12039952000000004,21.44,,0.19919282511210765,13.408520179372198,,0.059000000000000004,2.2,0.13858027000000003,22.19,20.0,0.22795632698768198,8.109854423292273,-0.14100000000000001,,0.09185753599774527
2017-06-22 22:30:00,,,,,,,,,4.659,2.353,11.73,10.90991213,0.3769999999999998,173032.5552618,1.8120353703805157,,2.416,4.149,7.18,9.37286298,1.067,173798.1984968,5.151185494335711,,,,,,,,,,,5.935499999999999,0.12028095750000009,21.435000000000002,,0.19928811659192827,13.410986547085201,,0.059000000000000004,2.1725000000000003,0.13858027000000003,22.19,20.0,0.22802351623740202,8.110078387458007,-0.14100000000000001,,0.09185753599774527
2017-06-22 23:00:00,,,,,,,,,4.1739999999999995,2.0909999999999997,10.88,10.483302570000001,-0.4850000000000003,173027.59607119998,-2.3310662248481124,,2.161,3.823,6.684,8.57610689,-0.2549999999999999,173798.1984968,-1.2310705726856663,,,,,,,,,,,5.6579999999999995,0.12016243000000001,21.43,,0.1993834080717489,13.413452914798206,,0.059000000000000004,2.145,0.13858027000000003,22.19,20.0,0.22809070548712207,8.11030235162374,-0.14100000000000001,,0.09185753599774527
2017-06-22 23:30:00,,,,,,,,,4.343999999999999,2.491,10.62,9.7869252,0.16999999999999993,173022.63834499998,0.8170513477402774,,2.813,4.372,6.962000000000001,7.99892925,0.6520000000000001,173798.1984968,3.1476784838864895,,,,,,,,,,,5.303,0.12004393750000003,21.425,,0.19947869955156952,13.415919282511211,,0.058499999999999996,2.1159999999999997,0.13858027000000003,22.19,20.0,0.22815789473684212,8.110526315789475,-0.14150000000000001,,0.09185753599774527
2017-06-23 00:00:00,,,,,,,,,4.0089999999999995,2.278,9.92,9.0340848,-0.33499999999999996,173017.6820832,-1.6100256527186665,,2.65,4.136,6.587999999999999,7.29000454,-0.16300000000000026,173798.1984968,-0.7869196209716236,,,,,,,,,,,4.948,0.11992548000000006,21.42,,0.19957399103139015,13.418385650224216,,0.057999999999999996,2.0869999999999997,0.13858027000000003,22.19,20.0,0.22822508398656216,8.110750279955207,-0.14200000000000002,,0.09185753599774527
2017-06-23 00:30:00,,,,,,,,,3.9360000000000004,2.34,9.54,8.287518069999999,-0.07299999999999907,173017.6820832,-0.35084141089092885,,2.7739999999999996,4.195,6.482,6.863394980000001,0.12399999999999967,173798.1984968,0.598638239266754,,,,,,,,,,,4.745,0.11992548000000006,21.42,,0.19966928251121077,13.420852017937221,,0.057999999999999996,2.0435,0.13858027000000003,22.19,20.0,0.2282922732362822,8.11097424412094,-0.14200000000000002,,0.09185753599774527
2017-06-23 01:00:00,,,,,,,,,3.94,2.4619999999999997,9.11,7.69151942,0.0039999999999995595,173017.6820832,0.019224186898131216,,2.966,4.328,6.455,6.36777505,0.19200000000000061,173798.1984968,0.9269237253162697,,,,,,,,,,,4.542,0.11992548000000006,21.42,,0.1997645739910314,13.423318385650225,,0.057999999999999996,2.0,0.13858027000000003,22.19,20.0,0.22835946248600222,8.111198208286673,-0.14200000000000002,,0.09185753599774527
2017-06-23 01:30:00,,,,,,,,,3.702,2.37,8.49,7.151983799999999,-0.238,173012.7272858,-1.1438063637227889,,2.892,4.2010000000000005,6.18,5.74040805,-0.07400000000000029,173798.1984968,-0.35725185246564584,,,,,,,,,,,4.329000000000001,0.11980705750000001,21.415,,0.19985986547085202,13.425784753363228,,0.057999999999999996,1.9620000000000002,0.13858027000000003,22.19,20.0,0.2284266517357223,8.111422172452407,-0.14200000000000002,,0.09185753599774527
2017-06-23 02:00:00,,,,,,,,,3.287,2.06,7.75,6.518343130000001,-0.41500000000000004,173007.7739528,-1.9943951719558892,,2.5839999999999996,3.832,5.685,5.094220040000001,-0.3080000000000003,173798.1984968,-1.4869401426948459,,,,,,,,,,,4.1160000000000005,0.11968867,21.41,,0.19995515695067265,13.428251121076233,,0.057999999999999996,1.9240000000000002,0.13858027000000003,22.19,20.0,0.22849384098544234,8.111646136618141,-0.14200000000000002,,0.09185753599774527
